from,to,relation_type,label,exists_as_page,rendered_link,source_section,bidirectional_expected,broken
"gleichstellungsfolgenabschaetzung","gleichstellung","related","Gleichstellung",true,"/begriffe/gleichstellung/","relatedTerms",false,false
"gleichwertigkeit","gleichstellung","related","Gleichstellung",true,"/begriffe/gleichstellung/","relatedTerms",false,false
"gleichwertigkeit","gleichberechtigung","related","Gleichberechtigung",true,"/begriffe/gleichberechtigung/","relatedTerms",false,false
"gleichwertigkeit","feminismus","related","Feminismus",true,"/begriffe/feminismus/","relatedTerms",false,false
"gleichwertigkeit","patriarchat","related","Patriarchat",true,"/begriffe/patriarchat/","relatedTerms",false,false
"gleichwertigkeit","koerperliche-selbstbestimmung","related","Körperliche Selbstbestimmung",true,"/begriffe/koerperliche-selbstbestimmung/","relatedTerms",false,false
"gleichwertigkeit","reproduktive-gerechtigkeit","related","Reproduktive Gerechtigkeit",true,"/begriffe/reproduktive-gerechtigkeit/","relatedTerms",false,false
"gleichwertigkeit","sozialliberalismus","related","Sozialliberalismus",true,"/begriffe/sozialliberalismus/","relatedTerms",false,false
"gleichwertigkeit","menschenwuerde","related","Menschenwürde",true,"/begriffe/menschenwuerde/","relatedTerms",false,false
"gleichwertigkeit","gleichheit","related","Gleichheit",true,"/begriffe/gleichheit/","relatedTerms",false,false
"gleichwertigkeit","pluralitaet","related","Pluralität",true,"/begriffe/pluralitaet/","relatedTerms",false,false
"gleichwertigkeit","demokratie","related","Demokratie",true,"/begriffe/demokratie/","relatedTerms",false,false
"gleichwertigkeit","gleichstellung","related","Gleichstellung",true,"/begriffe/gleichstellung/","relatedTerms",false,false
"gleichwertigkeit","gleichberechtigung","related","Gleichberechtigung",true,"/begriffe/gleichberechtigung/","relatedTerms",false,false
"gleichwertigkeit","feminismus","related","Feminismus",true,"/begriffe/feminismus/","relatedTerms",false,false
"gleichwertigkeit","patriarchat","related","Patriarchat",true,"/begriffe/patriarchat/","relatedTerms",false,false
"gleichwertigkeit","koerperliche-selbstbestimmung","related","Körperliche Selbstbestimmung",true,"/begriffe/koerperliche-selbstbestimmung/","relatedTerms",false,false
"gleichwertigkeit","reproduktive-gerechtigkeit","related","Reproduktive Gerechtigkeit",true,"/begriffe/reproduktive-gerechtigkeit/","relatedTerms",false,false
"gleichwertigkeit","sozialliberalismus","related","Sozialliberalismus",true,"/begriffe/sozialliberalismus/","relatedTerms",false,false
"gleichwertigkeit","menschenwuerde","related","Menschenwürde",true,"/begriffe/menschenwuerde/","relatedTerms",false,false
"gleichwertigkeit","gleichheit","related","Gleichheit",true,"/begriffe/gleichheit/","relatedTerms",false,false
"gleichwertigkeit","pluralitaet","related","Pluralität",true,"/begriffe/pluralitaet/","relatedTerms",false,false
"gleichwertigkeit","demokratie","related","Demokratie",true,"/begriffe/demokratie/","relatedTerms",false,false
"gleichzeitigkeit-ladeinfrastruktur","dynamisches-lastmanagement","related","Dynamisches Lastmanagement",true,"/begriffe/dynamisches-lastmanagement/","relatedTerms",false,false
"gleichzeitigkeit-ladeinfrastruktur","netzanschlussleistung","related","Netzanschlussleistung",true,"/begriffe/netzanschlussleistung/","relatedTerms",false,false
"gleichzeitigkeit-ladeinfrastruktur","dynamisches-lastmanagement","related","Dynamisches Lastmanagement",true,"/begriffe/dynamisches-lastmanagement/","relatedTerms",false,false
"gleichzeitigkeit-ladeinfrastruktur","netzanschlussleistung","related","Netzanschlussleistung",true,"/begriffe/netzanschlussleistung/","relatedTerms",false,false
"global-warming-potential","co2e","related","CO2e / CO2-Äquivalent",true,"/begriffe/co2e/","relatedTerms",false,false
"global-warming-potential","treibhausgasemissionen","related","Treibhausgasemissionen",true,"/begriffe/treibhausgasemissionen/","relatedTerms",false,false
"global-warming-potential","product-carbon-footprint","related","Product Carbon Footprint / PCF",true,"/begriffe/product-carbon-footprint/","relatedTerms",false,false
"global-warming-potential","co2e","related","CO2e / CO2-Äquivalent",true,"/begriffe/co2e/","relatedTerms",false,false
"global-warming-potential","treibhausgasemissionen","related","Treibhausgasemissionen",true,"/begriffe/treibhausgasemissionen/","relatedTerms",false,false
"global-warming-potential","product-carbon-footprint","related","Product Carbon Footprint / PCF",true,"/begriffe/product-carbon-footprint/","relatedTerms",false,false
"glossar-backlink-audit","glossar-publizierungsprozess","related","Glossar-Publizierungsprozess",true,"/begriffe/glossar-publizierungsprozess/","relatedTerms",false,false
"glossar-backlink-audit","anschlussfaehigkeit","related","Anschlussfähigkeit",true,"/begriffe/anschlussfaehigkeit/","relatedTerms",false,false
"glossar-backlink-audit","resonanzraum","related","Resonanzraum",true,"/begriffe/resonanzraum/","relatedTerms",false,false
"glossar-backlink-audit","glossar-publizierungsprozess","related","Glossar-Publizierungsprozess",true,"/begriffe/glossar-publizierungsprozess/","relatedTerms",false,false
"glossar-backlink-audit","anschlussfaehigkeit","related","Anschlussfähigkeit",true,"/begriffe/anschlussfaehigkeit/","relatedTerms",false,false
"glossar-backlink-audit","resonanzraum","related","Resonanzraum",true,"/begriffe/resonanzraum/","relatedTerms",false,false
"glossar-publizierungsprozess","glossar-backlink-audit","related","Glossar-Backlink-Audit",true,"/begriffe/glossar-backlink-audit/","relatedTerms",false,false
"glossar-publizierungsprozess","wirkung","related","Wirkung",true,"/begriffe/wirkung/","relatedTerms",false,false
"glossar-publizierungsprozess","wirkungspotenzial","related","Wirkungspotenzial",true,"/begriffe/wirkungspotenzial/","relatedTerms",false,false
"glossar-publizierungsprozess","wirkungsrisiko","related","Wirkungsrisiko",true,"/begriffe/wirkungsrisiko/","relatedTerms",false,false
"glossar-publizierungsprozess","glossar-backlink-audit","related","Glossar-Backlink-Audit",true,"/begriffe/glossar-backlink-audit/","relatedTerms",false,false
"glossar-publizierungsprozess","wirkung","related","Wirkung",true,"/begriffe/wirkung/","relatedTerms",false,false
"glossar-publizierungsprozess","wirkungspotenzial","related","Wirkungspotenzial",true,"/begriffe/wirkungspotenzial/","relatedTerms",false,false
"glossar-publizierungsprozess","wirkungsrisiko","related","Wirkungsrisiko",true,"/begriffe/wirkungsrisiko/","relatedTerms",false,false
"gongo","ngo","related","NGO",true,"/begriffe/ngo/","relatedTerms",false,false
"gongo","quango","related","QUANGO",true,"/begriffe/quango/","relatedTerms",false,false
"gongo","astroturfing","related","Astroturfing",true,"/begriffe/astroturfing/","relatedTerms",false,false
"gongo","ngo","related","NGO",true,"/begriffe/ngo/","relatedTerms",false,false
"gongo","quango","related","QUANGO",true,"/begriffe/quango/","relatedTerms",false,false
"gongo","astroturfing","related","Astroturfing",true,"/begriffe/astroturfing/","relatedTerms",false,false
"grassroots-bewegung","zivilgesellschaft","related","Zivilgesellschaft",true,"/begriffe/zivilgesellschaft/","relatedTerms",false,false
"grassroots-bewegung","buergerinitiative","related","Bürgerinitiative",true,"/begriffe/buergerinitiative/","relatedTerms",false,false
"grassroots-bewegung","astroturfing","related","Astroturfing",true,"/begriffe/astroturfing/","relatedTerms",false,false
"grassroots-bewegung","bewegungs-ngo","related","Bewegungs-NGO",true,"/begriffe/bewegungs-ngo/","relatedTerms",false,false
"grassroots-bewegung","zivilgesellschaft","related","Zivilgesellschaft",true,"/begriffe/zivilgesellschaft/","relatedTerms",false,false
"grassroots-bewegung","buergerinitiative","related","Bürgerinitiative",true,"/begriffe/buergerinitiative/","relatedTerms",false,false
"grassroots-bewegung","astroturfing","related","Astroturfing",true,"/begriffe/astroturfing/","relatedTerms",false,false
"grassroots-bewegung","bewegungs-ngo","related","Bewegungs-NGO",true,"/begriffe/bewegungs-ngo/","relatedTerms",false,false
"grauer-wasserstoff","wasserstoff","related","Wasserstoff",true,"/begriffe/wasserstoff/","relatedTerms",false,false
"grauer-wasserstoff","treibhausgasemissionen","related","Treibhausgasemissionen",true,"/begriffe/treibhausgasemissionen/","relatedTerms",false,false
